no_of_dependents,education_encoded,self_employed_encoded,income_annum,loan_amount,loan_term,cibil_score_encoded,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status_encoded
5,0,0,9900000,35800000,20,1,9500000,18400000,39100000,14700000,0
1,1,0,8400000,25000000,12,3,5300000,14900000,23000000,7700000,1
1,1,0,5000000,18800000,14,1,13100000,5700000,12800000,4300000,0
4,0,1,5500000,13400000,10,4,300000,800000,19900000,2800000,1
5,1,1,3000000,11900000,14,1,6000000,4800000,11700000,4200000,0
3,0,1,9400000,21400000,10,1,5100000,15500000,29600000,11300000,0
4,1,0,7600000,29000000,8,3,22100000,8100000,22100000,8800000,1
0,0,1,5500000,16300000,10,3,11900000,1500000,11900000,6200000,1
1,1,0,3100000,7400000,18,1,8400000,1200000,9200000,4500000,0
3,1,0,7700000,27700000,4,1,13900000,7500000,27100000,6200000,1
2,1,0,9800000,25400000,2,3,19900000,4600000,21300000,7900000,1
3,0,0,3200000,9200000,14,1,3300000,1100000,7200000,4500000,0
2,1,0,700000,2600000,20,1,100000,200000,2400000,900000,0
4,0,1,3100000,8600000,14,1,3100000,3800000,9900000,3700000,0
0,1,1,4500000,10500000,20,1,9800000,2000000,9600000,5800000,0
5,0,1,8900000,24800000,18,4,16200000,5000000,20000000,8100000,1
3,0,0,5900000,23200000,2,1,15500000,10000000,21100000,6300000,1
2,0,0,1500000,4500000,18,1,4500000,1200000,5600000,1100000,0
4,0,1,6300000,15200000,16,1,15500000,1800000,20700000,7900000,0
3,0,1,6500000,18200000,20,1,10400000,2800000,21300000,6700000,0
4,1,0,8000000,31500000,18,3,10300000,7900000,30100000,9600000,1
1,1,1,3300000,10600000,14,3,300000,600000,8400000,4500000,1
4,0,0,3900000,10000000,10,1,10900000,200000,12300000,1900000,0
3,1,0,1600000,3500000,10,4,4500000,2200000,5200000,1600000,1
2,0,1,3900000,13900000,18,3,5000000,5600000,9900000,2100000,1
3,1,1,8000000,26300000,12,1,21700000,6600000,16400000,9000000,0
2,1,0,2200000,4800000,6,3,1800000,100000,6900000,2200000,1
4,0,0,7600000,30300000,12,1,20400000,8000000,22200000,5800000,0
5,0,1,2700000,6800000,6,1,4500000,2000000,8200000,1700000,0
2,1,1,6300000,23200000,12,2,7000000,8300000,24200000,5300000,1
3,0,0,7700000,18700000,8,1,15100000,5600000,24600000,10200000,0
2,1,0,4500000,17200000,18,1,4100000,6300000,13800000,3300000,0
2,1,1,9400000,24800000,14,1,24200000,18200000,37200000,7500000,0
0,0,0,4600000,12600000,16,2,3400000,6200000,15100000,3600000,1
0,1,1,5200000,15700000,6,3,3800000,7000000,12800000,5500000,1
5,1,1,8000000,29800000,18,4,17700000,14100000,22800000,9200000,1
1,0,1,9900000,38500000,2,4,19600000,2900000,20200000,6500000,1
4,1,1,8500000,18600000,10,2,16600000,3200000,21000000,11600000,1
2,1,1,4900000,12000000,20,1,14200000,8100000,18300000,4800000,0
3,1,1,7000000,24200000,2,1,18200000,7000000,15900000,7900000,1
2,0,0,9600000,25900000,18,2,11800000,9900000,35600000,11500000,1
1,1,0,9700000,23700000,6,4,11500000,14400000,38100000,10400000,1
1,1,0,6200000,14300000,20,4,7500000,11700000,16700000,4300000,1
4,0,1,4100000,9600000,10,1,11900000,7100000,14100000,4900000,0
0,1,1,6100000,19900000,20,4,4500000,3700000,12700000,7100000,1
0,1,0,700000,1900000,18,2,1400000,1000000,2000000,300000,1
3,1,0,6400000,24100000,12,2,19000000,11500000,13200000,7500000,1
4,1,1,3800000,7800000,20,4,4600000,7000000,14300000,3300000,1
1,0,0,4900000,14800000,12,4,8600000,8200000,18300000,5200000,1
2,1,0,2100000,6600000,20,2,3800000,4100000,6200000,2100000,1
2,1,0,6200000,23400000,8,2,10000000,10800000,21800000,9200000,1
4,0,0,1600000,5100000,8,3,2400000,800000,5100000,1900000,1
1,0,1,1300000,5000000,20,1,900000,800000,3900000,1600000,0
5,0,1,7300000,22500000,2,4,9800000,4700000,20300000,5700000,1
2,0,0,2100000,5000000,4,1,700000,600000,6600000,3100000,0
5,0,0,600000,2400000,18,2,600000,300000,2100000,900000,1
4,1,0,7000000,24500000,18,1,4300000,1700000,16300000,3600000,0
1,0,1,3000000,6800000,10,1,5800000,5700000,10700000,2900000,0
1,1,0,900000,2900000,20,4,0,1500000,3500000,800000,1
2,1,0,9600000,35000000,2,4,12600000,6500000,37900000,5800000,1
0,1,0,1500000,3600000,14,3,200000,1400000,3000000,1200000,1
0,1,1,5000000,18900000,6,2,4300000,8500000,19600000,6700000,1
3,1,1,500000,1700000,4,2,400000,700000,1300000,200000,1
4,0,0,7600000,28100000,12,1,12500000,8500000,19900000,11100000,0
4,1,0,5500000,21200000,20,1,4200000,5300000,18600000,6400000,0
0,0,1,6600000,23300000,12,1,2400000,800000,18900000,9300000,0
0,1,0,1400000,3200000,14,1,3100000,800000,3400000,2000000,0
5,0,1,8800000,26600000,16,1,19100000,16600000,30400000,7600000,0
5,0,0,6200000,24200000,18,2,10200000,7800000,19600000,8300000,1
2,1,1,8300000,27900000,18,4,12600000,3500000,19100000,9200000,1
3,0,0,2400000,8100000,6,2,5100000,2900000,9100000,2300000,1
1,1,0,9100000,31200000,4,1,12800000,11700000,31100000,7800000,1
0,0,1,9500000,34900000,4,1,800000,14100000,25600000,14000000,1
1,1,0,1200000,3400000,20,3,3100000,1500000,2500000,900000,1
2,1,1,7700000,19300000,8,3,1200000,1900000,23800000,10400000,1
5,1,1,7800000,22000000,20,1,5800000,8800000,24700000,4900000,0
0,1,1,9400000,20000000,4,1,3300000,1400000,37200000,4700000,0
0,0,0,1700000,5700000,12,1,3400000,1100000,6500000,900000,0
5,1,0,4000000,13700000,6,1,-100000,1400000,15800000,3700000,0
4,0,0,4200000,15500000,18,4,7300000,700000,13400000,2200000,1
2,1,0,2400000,7700000,6,3,6000000,1700000,6700000,1600000,1
3,0,1,2700000,6100000,14,2,3900000,2800000,10600000,2300000,1
3,0,1,600000,1800000,4,4,1400000,300000,1700000,400000,1
2,1,0,4600000,15600000,2,4,7700000,1500000,16000000,5800000,1
3,1,0,7200000,17700000,4,3,13100000,11500000,16300000,5300000,1
0,0,0,4700000,15500000,16,1,12800000,200000,17500000,2700000,0
4,0,0,4300000,10100000,2,2,9900000,1800000,8900000,5500000,1
5,1,0,4700000,10200000,16,4,10800000,7700000,11100000,7000000,1
4,0,1,8700000,30000000,4,1,17600000,15600000,34600000,12100000,1
1,1,0,7000000,20500000,10,1,19700000,7500000,20700000,5100000,0
2,0,0,600000,1100000,10,4,1200000,200000,2300000,900000,1
1,0,0,6800000,16900000,12,4,13800000,10200000,23400000,4400000,1
1,0,0,6400000,14100000,20,2,11700000,4500000,20000000,3600000,1
4,0,0,7600000,29900000,18,1,4800000,13900000,18400000,5700000,0
3,0,0,9000000,21400000,8,1,16400000,7300000,31800000,12500000,0
0,1,1,2400000,5900000,10,3,5100000,3700000,5300000,2300000,1
3,0,0,6800000,17900000,6,4,20000000,9800000,23600000,5500000,1
5,1,1,3500000,13500000,10,1,3100000,5700000,12500000,3100000,0
4,1,1,8900000,34000000,20,1,13500000,3100000,33600000,12800000,0
0,0,0,6000000,15300000,8,3,8900000,1700000,16400000,3500000,1
3,0,0,700000,2500000,14,4,1600000,1000000,2100000,900000,1
0,0,1,6800000,17300000,18,4,10500000,8600000,16000000,8700000,1
4,0,1,5300000,10700000,12,3,15800000,1900000,20500000,2900000,1
1,1,1,1400000,4200000,4,4,2800000,1200000,5100000,1300000,1
2,1,1,1400000,4600000,4,4,1900000,2200000,5200000,700000,1
4,0,0,9200000,21700000,6,3,22700000,4600000,29400000,8600000,1
1,1,1,7900000,29200000,2,3,19600000,12100000,28600000,10100000,1
0,0,0,4500000,17500000,10,1,10300000,3500000,9700000,6200000,0
1,0,0,3800000,9800000,8,1,100000,5100000,14200000,1800000,0
5,1,1,1500000,4900000,6,2,3400000,1000000,3200000,900000,1
3,0,0,1200000,2400000,12,1,3000000,100000,3100000,1700000,0
4,0,0,1700000,4900000,18,4,4800000,2200000,6200000,1800000,1
4,1,0,5200000,14100000,16,1,11800000,800000,19200000,2700000,0
1,0,0,1600000,5100000,12,1,2200000,2700000,3600000,800000,0
4,1,1,6600000,16000000,16,1,6500000,12600000,24700000,4500000,0
5,0,1,9400000,26600000,20,4,10200000,12600000,36900000,11700000,1
4,1,1,300000,500000,2,1,600000,100000,1200000,400000,0
5,0,0,4600000,11500000,16,3,6500000,3100000,10200000,5500000,1
3,0,1,6100000,21300000,2,1,7100000,3100000,16300000,4100000,1
0,0,1,1500000,4100000,12,4,3600000,1600000,5800000,1300000,1
0,1,1,400000,900000,2,4,-100000,500000,1300000,400000,1
0,0,0,8700000,33600000,14,4,7100000,13700000,22800000,7000000,1
3,0,0,7000000,21600000,12,3,1600000,7600000,24500000,8400000,1
4,1,0,4700000,13100000,14,1,1000000,4500000,14100000,6400000,0
4,0,1,7600000,23800000,16,4,3700000,4500000,15400000,6400000,1
1,0,1,9200000,24500000,4,1,25700000,0,20600000,13300000,0
5,0,0,9400000,36800000,20,4,13900000,16600000,19300000,8900000,1
0,1,0,4800000,15100000,6,4,1300000,300000,18800000,3500000,1
3,0,1,600000,2400000,12,4,600000,800000,1400000,600000,1
3,1,1,4900000,14300000,14,1,10300000,5600000,17400000,5100000,0
3,1,1,3300000,8500000,12,2,7500000,5100000,7800000,3900000,1
3,1,1,9100000,18800000,20,1,14500000,10200000,20500000,4800000,0
5,1,0,6100000,23500000,16,1,300000,700000,22800000,4800000,0
3,1,1,8400000,19600000,2,3,21500000,200000,18700000,8300000,1
4,1,0,7900000,31400000,8,3,16500000,11400000,28700000,5100000,1
2,0,1,6100000,22300000,10,3,12100000,9700000,17200000,5600000,1
3,0,1,2000000,4200000,16,2,1700000,3900000,5800000,1300000,1
3,1,1,9900000,29900000,20,1,10500000,9100000,27100000,7400000,0
2,0,0,9500000,25400000,16,1,19000000,2900000,33800000,11400000,0
4,1,1,1900000,6800000,6,2,3600000,2200000,6200000,1200000,1
4,1,1,6900000,21400000,10,2,12500000,2200000,14900000,6300000,1
2,0,1,1500000,5000000,4,2,4400000,1300000,5200000,2100000,1
4,0,0,1900000,3800000,20,4,1000000,600000,6100000,1500000,1
0,1,1,2300000,6000000,8,3,5500000,2900000,6000000,2000000,1
2,0,0,7800000,17100000,14,1,19000000,7200000,19300000,7100000,0
4,0,0,400000,1000000,10,1,0,300000,900000,300000,0
0,1,1,9400000,19200000,20,3,21200000,16300000,23400000,13200000,1
2,1,0,9100000,21700000,12,1,25500000,11000000,34700000,12200000,0
1,1,1,9000000,18800000,8,4,4100000,9400000,22900000,7500000,1
4,0,0,7100000,14300000,14,1,13700000,10400000,18200000,6100000,0
3,1,0,800000,2500000,12,4,1700000,0,1500000,700000,1
0,1,1,4500000,9600000,14,1,3200000,7700000,11000000,3600000,0
5,1,0,8500000,25400000,4,1,8500000,1200000,30600000,9000000,0
3,0,1,2500000,9800000,16,1,4700000,3200000,5800000,1300000,0
2,1,0,1500000,3300000,18,1,800000,2300000,3000000,1800000,0
0,0,0,6200000,17300000,8,2,3700000,3900000,13600000,3300000,1
1,0,1,1300000,2900000,6,1,2900000,300000,2900000,1400000,0
5,0,0,6600000,25800000,10,3,4600000,7200000,20600000,8500000,1
0,1,1,5300000,13700000,6,1,8800000,7600000,11200000,2800000,0
5,0,0,1400000,3000000,6,4,3500000,2700000,5300000,1400000,1
2,0,1,2900000,7800000,18,2,400000,100000,11600000,4200000,1
3,0,0,6500000,16500000,4,2,5300000,800000,18500000,7600000,1
3,1,0,8300000,18900000,4,1,20200000,9700000,21300000,8200000,0
2,0,1,8900000,32200000,12,1,0,11300000,20500000,5400000,0
3,1,0,5300000,15000000,6,3,7000000,4100000,17100000,5300000,1
0,1,0,2800000,7300000,6,3,3500000,2200000,5700000,3200000,1
1,0,0,8000000,27800000,6,3,6000000,12600000,22500000,9900000,1
3,0,0,3900000,10500000,20,4,1600000,6300000,11000000,3900000,1
0,1,0,6200000,20100000,20,1,9300000,5900000,17400000,4100000,0
3,0,1,5900000,19200000,10,1,9500000,500000,18300000,4700000,0
1,1,1,6000000,23300000,12,3,2000000,11300000,19600000,6400000,1
3,0,1,9100000,29300000,2,1,19000000,5100000,31600000,11900000,1
5,1,1,3400000,12300000,10,2,7000000,1600000,11400000,3500000,1
1,1,1,1800000,4400000,8,3,3200000,2500000,3800000,1600000,1
1,1,0,300000,1200000,18,3,100000,0,700000,200000,0
1,1,1,9000000,22800000,10,1,0,15600000,32000000,4700000,0
1,1,0,6400000,16900000,2,3,6300000,7300000,15900000,7400000,1
5,0,0,5800000,22200000,16,4,1200000,4800000,19500000,8500000,1
5,1,1,2600000,8600000,18,3,1000000,100000,7800000,2600000,1
4,0,0,6600000,17300000,14,4,16700000,1400000,17500000,3900000,1
2,0,0,6100000,21800000,4,1,9800000,100000,20200000,5800000,1
2,0,0,4100000,11100000,8,1,800000,3100000,10100000,3400000,0
3,0,1,300000,1000000,12,1,600000,400000,700000,300000,0
4,1,0,4700000,10400000,6,1,6800000,8600000,14300000,5400000,0
4,1,1,1500000,5800000,2,1,2400000,1600000,3300000,1400000,1
5,0,0,2700000,8300000,8,4,4600000,1300000,6800000,3300000,1
2,1,0,6900000,20900000,2,1,18700000,10700000,26900000,9200000,1
0,1,0,7600000,28700000,6,1,11000000,13200000,24600000,3800000,0
1,1,0,4100000,10000000,6,4,4900000,300000,12600000,3600000,1
3,0,0,4100000,12200000,2,1,700000,500000,14100000,4900000,0
4,0,0,1600000,3200000,16,3,200000,100000,5700000,1200000,1
2,0,1,400000,1400000,2,1,200000,700000,1600000,200000,1
5,1,1,4400000,17300000,20,4,3600000,5100000,12900000,2300000,1
2,0,1,3800000,8000000,12,4,6000000,600000,8400000,1900000,1
0,0,0,4300000,17000000,8,2,4100000,6600000,17100000,3900000,1
1,1,1,9000000,33500000,2,3,7900000,9800000,25700000,11500000,1
3,0,1,9500000,25500000,12,4,27000000,14100000,21600000,8900000,1
2,1,1,6900000,13900000,8,4,14300000,8100000,22400000,4600000,1
3,0,0,4300000,11100000,6,1,4800000,3800000,10100000,3300000,0
3,0,0,6600000,21400000,10,1,15200000,6000000,20300000,5200000,0
1,1,1,5200000,14300000,18,3,5400000,2300000,17600000,3600000,1
3,1,1,400000,1100000,6,3,100000,300000,1400000,100000,1
4,0,0,1300000,4100000,18,4,2800000,500000,3800000,600000,1
5,0,0,9700000,28400000,4,1,5300000,12000000,24400000,10000000,0
2,1,1,5400000,10900000,14,3,1300000,6000000,20400000,5600000,1
4,0,0,1200000,3300000,12,4,400000,100000,3800000,1000000,1
0,1,1,7000000,26400000,14,2,14300000,0,13900000,5300000,1
5,1,0,7600000,26000000,6,4,12900000,2400000,25500000,10900000,1
5,1,1,700000,1800000,14,2,200000,400000,1900000,400000,1
3,1,1,7500000,25100000,18,2,12500000,7900000,28500000,4700000,1
0,0,1,2300000,6200000,8,3,6800000,1700000,8800000,1500000,1
5,0,1,5600000,11500000,4,3,9500000,7100000,11700000,7800000,1
0,0,1,5400000,10900000,20,1,3700000,500000,21000000,4800000,0
1,0,1,1800000,5500000,10,1,5000000,1500000,5900000,1600000,0
0,0,0,2900000,6900000,10,1,5100000,500000,7700000,1500000,0
3,0,1,1400000,4600000,8,1,1500000,1200000,2700000,2000000,0
2,1,0,2800000,11000000,16,1,8200000,1800000,5800000,2400000,0
0,0,1,3300000,13100000,12,4,4800000,4900000,7500000,4300000,1
0,0,0,7000000,25300000,14,3,15100000,10400000,14300000,6700000,1
1,0,0,3900000,15100000,12,1,10600000,5100000,11100000,3800000,0
1,0,0,5700000,17200000,4,1,4300000,7000000,21400000,3000000,1
0,1,0,4100000,9200000,4,3,3400000,6300000,10400000,4900000,1
1,1,1,2200000,8700000,20,1,1000000,4000000,8200000,2600000,0
5,0,0,2200000,7200000,10,1,2700000,300000,7500000,1600000,0
3,0,1,2500000,7700000,16,1,2000000,3600000,5600000,3200000,0
0,0,1,900000,2100000,6,1,100000,1700000,2100000,700000,0
1,0,0,2900000,7400000,10,4,400000,1200000,10100000,3300000,1
2,0,0,9800000,22900000,10,4,1300000,10300000,27200000,14000000,1
2,0,0,5200000,14800000,12,3,11500000,5200000,18100000,4100000,1
1,1,1,8600000,19600000,16,1,14800000,3000000,21000000,5300000,0
2,1,1,4800000,13200000,20,1,11800000,4600000,12900000,4200000,0
0,1,0,2000000,4700000,6,4,2900000,1800000,6700000,1700000,1
0,1,0,3600000,8700000,10,1,6300000,1000000,8600000,3300000,0
3,0,1,5300000,19600000,2,1,14700000,9900000,10800000,3000000,1
1,0,1,400000,1300000,18,4,100000,0,1500000,600000,1
3,1,1,6500000,22400000,6,1,16800000,11700000,21700000,6800000,0
0,0,1,2300000,6000000,16,4,2900000,2100000,7500000,1200000,1
3,1,0,1000000,2800000,4,4,2500000,100000,3800000,900000,1
5,0,0,3200000,10100000,6,4,8500000,6000000,8700000,3000000,1
3,1,1,3400000,7200000,12,3,4800000,2700000,8100000,2200000,1
0,0,0,9600000,38200000,8,1,1600000,14100000,33600000,13800000,0
3,0,0,5300000,20300000,4,4,4300000,7300000,18400000,7600000,1
3,1,0,4700000,17400000,10,1,12400000,5300000,18700000,5300000,0
3,1,0,9700000,37800000,12,3,13400000,6100000,25800000,11900000,1
5,1,0,8800000,21600000,18,2,15400000,12100000,30000000,8400000,1
5,1,0,5900000,13400000,6,1,3200000,11200000,21600000,6900000,0
4,1,1,2400000,7100000,16,4,7000000,300000,8500000,3500000,1
4,1,1,7900000,21500000,16,1,2200000,5200000,23100000,7700000,0
0,1,0,1400000,2700000,2,2,2600000,1000000,5500000,1100000,1
0,1,1,3500000,10000000,14,3,5300000,1800000,9200000,5000000,1
4,1,0,3400000,13500000,12,3,10000000,1100000,8300000,4900000,1
2,1,0,6100000,23600000,2,1,4600000,2900000,22500000,3800000,1
2,0,1,3000000,7100000,4,4,5400000,4800000,6000000,2100000,1
5,0,1,3400000,9400000,16,1,3100000,5600000,12900000,3200000,0
0,1,1,400000,1200000,14,4,1100000,200000,700000,200000,1
0,1,0,5900000,11800000,12,1,9100000,10000000,17500000,6200000,0
5,1,1,400000,800000,2,4,100000,500000,1300000,300000,1
3,1,1,9000000,33600000,2,1,21600000,16200000,20700000,11900000,1
0,1,1,8800000,23600000,8,3,400000,11300000,19300000,11100000,1
4,1,1,2000000,4700000,2,2,500000,100000,6700000,3000000,1
2,1,0,4700000,14000000,12,4,13400000,2700000,14800000,6900000,1
4,0,0,2700000,6100000,16,3,100000,3300000,6500000,3800000,1
1,0,0,2600000,7900000,12,1,2000000,2400000,7600000,3300000,0
1,0,1,9000000,25400000,16,3,22000000,8800000,29100000,7200000,1
4,0,0,5100000,19400000,8,4,2200000,300000,14900000,5300000,1
2,1,0,6600000,25800000,18,2,3800000,3100000,16400000,5900000,1
2,1,0,4400000,9800000,18,3,5400000,200000,8800000,6400000,1
4,0,1,1500000,4600000,6,1,3700000,2000000,5000000,1400000,0
1,0,0,6200000,23100000,16,4,9100000,1400000,23500000,7000000,1
4,1,1,900000,2900000,6,2,1500000,900000,3100000,900000,1
3,0,0,7700000,26400000,12,4,3400000,2900000,21900000,10800000,1
2,1,1,600000,2400000,6,1,100000,600000,2300000,300000,0
4,0,0,4300000,16500000,4,1,10600000,6100000,9300000,2100000,1
2,0,1,8200000,27800000,16,4,11500000,8700000,26000000,10700000,1
0,0,0,3500000,11900000,12,3,4400000,4800000,10100000,2500000,1
1,1,1,9900000,34100000,14,1,24400000,7100000,29300000,6200000,0
5,1,0,700000,1900000,4,4,500000,1000000,2100000,600000,1
1,1,1,2100000,7300000,16,4,1600000,3500000,7700000,1400000,1
2,0,0,3200000,10500000,12,1,4300000,1500000,10000000,4500000,0
0,1,0,2900000,7800000,8,1,700000,3700000,7700000,3600000,0
0,0,0,7000000,18300000,6,1,6300000,6400000,20800000,8300000,0
1,1,0,3700000,13600000,16,2,400000,2200000,13400000,2800000,1
3,0,1,4500000,13100000,12,2,10500000,2000000,10100000,5800000,1
3,1,0,200000,800000,18,4,200000,200000,300000,200000,1
5,0,1,5600000,20500000,8,4,5500000,9500000,19400000,7800000,1
5,1,0,5400000,18600000,2,1,7700000,2700000,18800000,4000000,1
4,0,0,300000,1000000,10,4,700000,300000,900000,200000,1
1,1,1,7500000,29800000,18,4,1400000,5200000,28000000,8700000,1
5,0,1,2500000,9600000,6,1,1900000,1900000,6800000,2600000,0
4,1,1,3100000,8100000,12,3,6300000,4500000,9000000,4500000,1
1,1,1,7600000,19300000,20,4,5800000,2300000,22000000,8200000,1
3,0,1,500000,1700000,2,4,500000,500000,1400000,200000,1
2,0,0,2700000,5900000,14,3,3200000,1600000,7300000,3800000,1
2,0,1,3500000,13300000,4,1,6400000,1700000,8000000,2300000,1
5,0,0,3700000,11700000,4,1,8400000,5500000,12000000,2700000,1
2,0,1,5600000,20000000,10,1,13700000,5000000,19100000,6000000,0
5,0,1,4800000,16400000,14,1,8400000,2400000,9500000,4000000,0
4,0,1,5200000,12200000,2,2,10300000,800000,20500000,7700000,1
3,1,0,2900000,11500000,16,4,2300000,2600000,10700000,4300000,1
1,1,0,2700000,6800000,20,3,500000,3300000,6100000,1900000,1
3,1,0,5000000,16200000,8,2,1900000,3400000,14000000,5000000,1
2,0,1,2700000,9400000,14,3,400000,3400000,9900000,1900000,1
4,0,1,2800000,10000000,12,3,4900000,3600000,8500000,3300000,1
3,0,1,7300000,20000000,18,3,15500000,9900000,23000000,9800000,1
0,1,1,5900000,15100000,10,4,6000000,4300000,14900000,5400000,1
0,1,0,8100000,21300000,2,1,14200000,6600000,31500000,11000000,0
3,1,1,1900000,7100000,6,2,400000,2800000,6500000,2000000,1
5,1,0,1800000,6800000,18,1,2200000,1100000,3800000,1400000,0
0,0,1,7600000,17800000,14,2,15200000,12100000,21500000,9900000,1
1,1,0,9100000,30100000,14,4,17800000,12400000,32500000,7500000,1
2,0,1,5300000,12300000,14,1,10000000,1600000,20400000,3300000,0
2,0,0,3700000,10900000,12,4,1700000,700000,12200000,2600000,1
0,0,0,9500000,35300000,6,2,10000000,12700000,31100000,7000000,1
3,1,0,8300000,30500000,10,1,13300000,9400000,23300000,11800000,0
5,1,0,6400000,21500000,16,3,300000,5200000,17400000,9600000,1
5,1,1,5300000,17800000,16,1,9200000,8500000,14600000,4100000,0
0,1,1,5600000,19300000,6,1,3400000,3600000,14200000,8400000,0
1,1,1,900000,1700000,18,1,1300000,0,1900000,700000,0
0,1,1,2400000,7200000,20,1,4100000,2100000,6700000,1800000,0
1,1,0,9500000,23000000,10,2,28500000,11500000,21700000,9100000,1
2,0,1,7400000,14900000,20,2,15900000,10100000,19000000,10300000,1
4,0,1,1500000,3200000,10,4,1500000,0,4700000,1700000,1
3,1,1,8800000,30200000,8,2,13600000,12700000,21500000,5900000,1
5,0,1,4900000,14300000,4,3,8500000,6100000,19600000,5500000,1
1,0,1,8100000,26900000,6,1,23000000,2100000,18700000,4200000,0
2,0,1,2300000,9100000,20,2,3700000,600000,7800000,3400000,1
5,0,1,3000000,6600000,16,1,5500000,3500000,9100000,3600000,0
2,0,1,3900000,9300000,8,2,10900000,2700000,9600000,3300000,1
4,1,1,1700000,6500000,20,2,1700000,900000,6200000,2300000,1
0,0,1,2100000,4900000,10,1,1000000,800000,6100000,1000000,0
4,1,1,9700000,25000000,4,1,9800000,12000000,29300000,13400000,0
5,0,1,3500000,11800000,4,2,2300000,2900000,11900000,3600000,1
5,0,1,1500000,5500000,4,1,800000,1400000,2900000,1200000,1
3,0,1,8800000,26200000,20,4,19300000,9800000,27700000,12500000,1
3,1,0,900000,3100000,10,1,1400000,100000,1700000,500000,0
0,1,1,3500000,10800000,14,4,4700000,6800000,13900000,1700000,1
5,0,0,5500000,21200000,4,2,12100000,8300000,17100000,3100000,1
5,0,1,9800000,23200000,10,1,11000000,17300000,21600000,8500000,0
